Ident,Name,Scenery_Local_Path,Continent,Country,State,Laty,Lonx
EDRH,Hoppstaedten-Weiersbach Airfield,"fs-base, navigraph-navdata, ramsteinafb-germany-lights",EU,DE,Rheinland-Pfalz,49.610424,7.185382
EDRP,Pirmasens Airfield,"fs-base, navigraph-navdata, ramsteinafb-germany-lights",EU,DE,Rheinland-Pfalz,49.2642326,7.48786736
EDSB,Karsruhe/Baden-Baden,"fs-base, navigraph-navdata, ramsteinafb-germany-lights",EU,DE,Baden-Wã¼rtemberg,48.7747269,8.080871
EDZU,"Bad Marienberg, Hof ","fs-base, zulugolfalpha-bad-marienberg",EU,DE,,50.6619377,8.022689
3AUS,Mullumbimby (Private),3aus,OC,AU,Nsw,-28.5668278,153.481735
UNAA,Abakan,"fs-base, navigraph-navdata",AS,RU,,53.74569,91.387146
SBCI,Brig Lysias A Rodrigues,"Aeroporto - SBCI, navigraph-navdata, navigraph-navdata",SA,BR,Maranhã£O,-7.320555,-47.45861
LEL8,Herrera De Pisuerga,airhispania-airport-lel8-herrera-de-pisuerga,EU,ES,Palencia,42.59323,-4.289241
LETF,Tomás Fernández Espada Airport,"fs-base, navigraph-navdata",EU,ES,,36.8718147,-5.64876032
KBWG,Bowling Green-Warren Co,"fs-base, airmapper-airport-kbwg-bowling-green-warren-county, navigraph-navdata",NA,US,KY,36.9639,-86.41969
AIBA,Aibai Airstrip,airport-airport-xaibai-abai-airstrip,OC,PG,,-6.26522541,144.987244
MZPC,Placencia Airport,"fs-base, airportteam-placencia-airport",NA,BZ,No State,16.5367985,-88.36231
LF732,Altisurface Val Thorens,alpeaven-airport-lf7327-val-thorens,EU,FR,France,45.2816734,6.57201433
51AR,Byrd's Backcountry,"fs-base, capthawkeye-51ar-byrdsbackcountry",NA,US,AR,35.6773338,-93.73274
SNAR,Cirilo Queiroz,"cmtepena-snar-almenara, navigraph-navdata",SA,BR,,-16.18389,-40.66722
SNGH,Guanhaes,"fs-base, cmtepena-sngh-guanhaes",SA,BR,,-18.7072525,-42.83891
SNTO,Juscelino Kubitschek,"fs-base, cmtepena-snto-juscelinokubitschek",SA,BR,,-17.892231,-41.5140266
CNA3,Springwater,"fs-base, cna3, navigraph-navdata",NA,CA,ON,44.40704,-79.73175
CNJ4,Orillia Rama,"fs-base, cnj4, navigraph-navdata",NA,CA,ON,44.677494,-79.30968
CYLS,Lake Simcoe,"fs-base, cyls, navigraph-navdata",NA,CA,ON,44.4860573,-79.55563
EDFE,Flugplatz Egelsbach,"fs-base, edfe, navigraph-navdata",EU,DE,Hesse,49.96082,8.641445
EIDW,Dublin Airport,"fs-base, eidw-rework, navigraph-navdata",EU,IE,,53.4248962,-6.26305676
SNBL,Belmonte,"fs-base, geardownsimulations-snbl-airport",SA,BR,Bahia,-15.871851,-38.8726845
LEMM,Moia El Prat,"fs-base, gr-scenery-lemm-moiaelprat2",EU,ES,,41.8011932,2.11262727
LPPT,Lisbon,"fs-base, navigraph-navdata",EU,PT,,38.7787437,-9.135179
KRDU,Raleigh-Durham Intl,"fs-base, navigraph-navdata",NA,US,NC,35.87587,-78.78561
KSBM,Sheboygan County Memorial Airport,"fs-base, ksbm-sheboygan, navigraph-navdata",NA,US,WI,43.7695923,-87.85174
SCQT,Las Tacas,"fs-base, Las Tacas, AD Las Tacas SCQT",SA,CL,,-30.095911,-71.3640747
LGTL,Kastelli AB,"fs-base, lgtl, navigraph-navdata",EU,GR,Crete,35.19201,25.3269615
LIGP,Valle Gaffaro,"fs-base, LIGP Valle Gaffaro",EU,IT,,44.83502,12.2337513
LL62,Hatzerim Airbase,"fs-base, LL62 - Hatzerim Airbase",AS,IL,Southern Disctrict,31.2340374,34.66227
LOGF,Flugplatz Fã¼rstenfeld,"fs-base, logf-ugradev1, navigraph-navdata",EU,AT,Idk,47.0620079,16.0837669
LOGK,Kapfenberg,"LOGK-Kapfenberg, navigraph-navdata, navigraph-navdata",EU,AT,,47.4575,15.331111
MAPIG,Segelfluggelaende Marpingen,marpingen,EU,DE,Saarland,49.4527321,7.0408144
YDUN,Dunwich Airfield,"fs-base, mewsik-airport-ydun-dunwich",OC,AU,Qld,-27.5195045,153.42804
FXMM,Moshoeshoe I Intl,"fs-base, navigraph-navdata",AF,LS,,-29.4589252,27.5531673
NFFN,Nadi International,"fs-base, navigraph-navdata, nffn",OC,FJ,,-17.754858,177.443436
NFNH,Laucala Island Airport,"navigraph-navdata, navigraph-navdata, nfnh",OC,FJ,,-16.74752,-179.667236
LWOH,Ohrid,"fs-base, navigraph-navdata",EU,MK,,41.179924,20.7423363
MMVR,Gen. Heriberto Jara Intl.,"fs-base, navigraph-navdata, pachilabs-airport-mmvr-veracruz",NA,MX,Veracruz,19.1429958,-96.1848755
O52,Sutter County,"fs-base, navigraph-navdata, quelcertoleo-o52-suttercounty",NA,US,CA,39.1253128,-121.603111
0Q5,Shelter Cove,"fs-base, navigraph-navdata, quelcertoleo-oq5-sheltercove",NA,US,CA,40.0281258,-124.074348
SCFM,Capitan Fuentes Martinez,"navigraph-navdata, navigraph-navdata, scfm-scenery",SA,CL,Magallanes Y Antartica Chilena,-53.2535744,-70.31914
ZSSS,Hongqiao,"fs-base, navigraph-navdata",AS,CN,,31.1980724,121.334373
EHSE,Seppe - Breda International,"fs-base, navigraph-navdata, sipigamer1-airport-ehse-seppe",EU,NL,Noord Brabant,51.5537338,4.548149
LWSK,Skopje,"fs-base, navigraph-navdata",EU,MK,,41.95939,21.6222153
ESKC,Sundbro,"fs-base, navigraph-navdata, Sundbro_ESKC-szcsongor",EU,SE,,59.926033,17.5304241
EGAA,Belfast Aldergrove,"fs-base, navigraph-navdata, tamalien-airport-egaa-aldergrove",EU,GB,,54.65171,-6.21446228
EGAD,Newtownards Airport,"fs-base, navigraph-navdata, tamalien-airport-egad-newtownards",EU,GB,,54.58271,-5.69025755
TGPZ,Lauriston,"fs-base, totof33120-lauriston-tgpz-grenade",NA,GD,Antille,12.4761448,-61.47159
ENTS,Trysil Flyplasswf,"fs-base, navigraph-navdata, trysil-ents-hoved",EU,NO,,61.230278,12.2656794
ZMUB,Buyant-Ukhaa,"fs-base, navigraph-navdata",AS,MN,,47.84264,106.763
LFAT,Paris-Plage,"fs-base, navigraph-navdata, vbcorp-airport-lfat",EU,FR,No State,50.519207,1.62037611
YBKT,Burketown Airport,"fs-base, navigraph-navdata, ybkt",OC,AU,Queensland,-17.7503014,139.534378
YPPF,Parafield,"fs-base, navigraph-navdata",OC,AU,South Australia,-34.79595,138.6326
LXGB,Gibraltar AB,"fs-base, asobo-airport-lxgb-gibraltar, navigraph-navdata",EU,GI,,36.151062,-5.349969
0NY3,Kermizian,"fs-base, 0ny3-kermizian",NA,US,NY,43.31402,-74.93201
NVSS,Santo Pekoa,"1kregdesign-nvss, navigraph-navdata, navigraph-navdata",OC,VU,Espiritu Santo,-15.5057669,167.221359
AGSCI,Cv Aviosciacca - Maragani,AGSCI_Aviosciacca,EU,IT,Italy,37.52759,13.0040779
WTOGA,Watoga Air Field,airmapper-wtoga-watoga-air-field,NA,US,WV,38.0966835,-80.0936
EGTC,Cranfield,"fs-base, airport-egtc-cranfield, navigraph-navdata",EU,GB,,52.0706139,-0.619034648
YIFKI,Yifki Airstrip,airport-yifk-yifki-airstrip,OC,PG,,-5.1260643,142.826233
YMRY,Moruya,"fs-base, australia-airports-ymry-moruya, navigraph-navdata",OC,AU,New South Wales,-35.8986053,150.145142
SNJ1,Joaima,cmtepena-snj1-joaima,SA,BR,Minas Gerais,-16.6602821,-41.01142
CSC5,Lac-Etchemin,"fs-base, csc5, navigraph-navdata",NA,CA,QC,46.40778,-70.5009842
LFDX,Montayral-Fumel,"fs-base, davycoute-airport-lfdx-montayral, navigraph-navdata",EU,FR,,44.45923,1.007186
ESSI,Visingso,"fs-base, navigraph-navdata",EU,SE,,58.09827,14.4051113
FABW,Beaufort West,"fs-base, navigraph-navdata",AF,ZA,,-32.3066673,22.6670341
AYGA,Goroga,"fs-base, fgapz-airport-ayga-goroka, navigraph-navdata",OC,PG,,-6.08164644,145.391769
CA92,Paradise Skypark,"fs-base, navigraph-navdata",NA,US,CA,39.7103,-121.616516
EKGH,Gronholt,"fs-base, fsscene-ekgh, navigraph-navdata",EU,DK,Gronholt,55.9409981,12.3815536
ZBHH,Baita,"fs-base, navigraph-navdata",AS,CN,,40.8497238,111.824539
EGHL,Lasham,"fs-base, lashameghl, navigraph-navdata",EU,GB,,51.18569,-1.03277612
LFCU,Lfcu,"fs-base, ailgorbot-lfcu, navigraph-navdata",EU,FR,,45.5359039,2.424769
LIMK,Mezzana Bigli,"fs-base, LIMK Club Astra Mezzana Bigli 2.0",EU,IT,,45.06487,8.832222
LIZU,Aviosuperficie Ali Calabria,fs-base,EU,IT,,38.6195946,15.95584
LL1A,Hatzerim Northwest,"fs-base, LL1A - Hatzerim Northwest",AS,IL,,31.2594051,34.64521
LLBS,Sde Teyman - Beersheba,"fs-base, llbs-4xgdi",AS,IL,,31.2833042,34.7267
LIMC,Milan Malpensa Airport,"fs-base, milan-v1, navigraph-navdata",EU,IT,,45.63072,8.7281
LIML,Milan Linate Airport,"fs-base, milan-v1, navigraph-navdata",EU,IT,,45.4503,9.272819
LIMN,Cameri Airbase,"fs-base, milan-v1, navigraph-navdata",EU,IT,,45.5310631,8.669069
55S,Packwood,"fs-base, navigraph-navdata, quelcertoleo-55s-packwood",NA,US,WA,46.6041565,-121.678017
EGAB,Enniskillen,"fs-base, navigraph-navdata, tamalien-airport-egab-enniskillen",EU,GB,,54.39732,-7.64975452
VNKT,Tribhuvan International Airport,"fs-base, navigraph-navdata, troglodytus-airport-vnkt-tribhuvan",AS,NP,Kathmandu,27.69735,85.35954
FYKM,Katima Mulilo,"fs-base, navigraph-navdata, vt-airport-fykm",AF,NA,,-17.6342373,24.1766186
1I1,Marcy,"fs-base, 1i1-marcy",NA,US,NY,44.2199326,-73.78805
7S3,Stark's Twin Oaks,"fs-base, navigraph-navdata",NA,US,OR,45.4283371,-122.942375
LECD,La Cerdanya,"fs-base, airhispania-airport-lecd-lacerdanya, navigraph-navdata",EU,ES,Catalunya,42.3863564,1.86279011
LOGP,Pinkafeld,"fs-base, akrsoft-logp-artproj, navigraph-navdata",EU,AT,,47.3866348,16.1127377
LOKF,Feldkirchen(Ossiachersee),"fs-base, akrsoft-lokf-artproj, navigraph-navdata",EU,AT,,46.7088127,14.0766687
CAM3,Duncan,"fs-base, cam3, navigraph-navdata",NA,CA,BC,48.7547531,-123.709862
SNXB,Caxambu,"fs-base, cmtepena-snxb-caxambu",SA,BR,,-21.917305,-44.9687271
CYQX,Gander Nter,"fs-base, cyqx-gander, navigraph-navdata",NA,CA,NL,48.94204,-54.5660172
LFCW,Aeroclub De Villeneuve,"fs-base, davycout-villeneuve, navigraph-navdata",EU,FR,,44.3991623,0.7595417
EGSG,Stapleford,"fs-base, navigraph-navdata",EU,GB,,51.6535568,0.1559186
SAAI,Base Aeronaval Punta Indio,"fs-base, jr-airport-saai-puntaindio, navigraph-navdata",SA,AR,,-35.352684,-57.2889824
WIJB,Muara Bungo,"kychungdotcom-airport-wijb-muarabungo, navigraph-navdata, navigraph-navdata",AS,ID,Jambi,-1.54333329,102.178612
NZ4D,Argyll,phr34k86-argyll,OC,NZ,,-39.8346748,176.536789
NZ4G,Battle Hill Station,phr34k86-battlehill-station,OC,NZ,,-41.0607834,174.939346
NZ4L,Belmont Airstrip,phr34k86-belmont,OC,NZ,,-41.1583633,174.896957
NZ4E,Blackhead Rd. Emergency Strip,phr34k86-blackheadroad,OC,NZ,,-40.22667,176.723328
NZ4K,Castlepoint Airstrip,phr34k86-castlepoint,OC,NZ,,-40.8992081,176.202591
NZ4C,Flat Hills,phr34k86-flathills,OC,NZ,,-39.89583,175.6531
NZ4F,Hawkes Bay,phr34k86-hawkesbay,OC,NZ,,-39.44678,176.763123
NZ4H,Kaitoke Airfield,phr34k86-kaitoke,OC,NZ,,-41.0907326,175.179367
NZ4A,Karioi Aerodrome,phr34k86-karioi,OC,NZ,,-39.47709,175.551956
NZ4N,Ohariu Farm,phr34k86-ohariufarm,OC,NZ,,-41.22391,174.752441
NZ4O,Takarau Gorge Rd.,phr34k86-ohariufarm,OC,NZ,,-41.223484,174.764954
NZ4P,Ohairu,phr34k86-ohariufarm,OC,NZ,,-41.2201958,174.769424
NZ4M,Ohariu Valley,phr34k86-ohariuvalley,OC,NZ,,-41.18128,174.802368
NZ3D,Onenui,phr34k86-onenui,OC,NZ,,-39.2342949,177.87796
NZ4J,Parsons Landing,phr34k86-parsonslanding,OC,NZ,,-40.9923668,176.089584
NZ3J,Patumahoe Airfield,phr34k86-patumahoe,OC,NZ,,-37.1913719,174.834732
NZ4Q,Pencarrow Head,phr34k86-pencarrowhead,OC,NZ,,-41.3234367,174.889114
NZ4R,Rimutaka,phr34k86-rimutaka,OC,NZ,,-41.4066544,174.890656
NZ4I,Riversdale Beach,phr34k86-riversdalebeach,OC,NZ,,-41.0923,176.0462
NZ4B,Turakina Valley,phr34k86-turakina,OC,NZ,,-39.46823,175.586151
SALU,Aeroclub Lujan,"fs-base, salu-lujanad",SA,AR,Buenos Aires,-34.54879,-59.0797234
FD08,Antiquers Aerodrome,"fs-base, sb-airport-fd08-antiquers-aerodrome",NA,US,FL,26.4654045,-80.1550751
MYBS,South Bimini,"fs-base, navigraph-navdata, sb-airport-mybs-south-bimini",NA,BS,,25.7002487,-79.2653046
LSZB,Belp,"fs-base, navigraph-navdata",EU,CH,,46.9120674,7.49701548
ESMR,Soderslatts Flygplats,"fs-base, skytry-scenery-estt",EU,SE,Scania,55.3943863,13.0241375
BIGR,Grimsey,"navigraph-navdata, navigraph-navdata",EU,IS,,66.54611,-18.0172215
ZKSE,Samjiyon Airport,turtletank1997-samjiyon-zkse,AS,KP,,41.9005775,128.393875
1B1,Columbia County,"fs-base, 1b1-columbia-county, navigraph-navdata",NA,US,NY,42.2912865,-73.71032
KTTA,Sanford-Lee Co Regl,"fs-base, navigraph-navdata",NA,US,NC,35.5824,-79.10141
DNPO,Port Harcourt International,"fs-base, DNPO, navigraph-navdata",AF,NG,,5.015491,6.949564
KMKY,Marco Island Exec.,"fs-base, goldenred49-marcoislandexec-kmky, navigraph-navdata",NA,US,FL,25.9950466,-81.67253
VNA,Veronica,jr-airport-vna-veronica,SA,AR,,-35.40167,-57.36703
VNPP,Pokhara Intl,kychungdotcom-airport-vnpp-pokhara,AS,NP,Gandaki,28.1837788,84.01488
FQMA,Maputo,"fs-base, navigraph-navdata",AF,MZ,,-25.9154072,32.57691
SUAA,Aeropuerto Internacional ÃNgel Adami,"fs-base, montevideo-suaa, navigraph-navdata",SA,UY,Montevideo,-34.789,-56.2649727
NCRG,Roratonga International,"fs-base, navigraph-navdata, ncrg",OC,CK,,-21.2025471,-159.799438
PFSH,Shaktoolik Airport,"navigraph-navdata, sb-airport-pfsh-shaktoolik",NA,US,AK,64.36637,-161.217148
OIAA,Abadan International Airport,"fs-base, navigraph-navdata, turtletank1997-abadan",AS,IR,,30.3657951,48.2309036
ULAM,Naryan-Mar,"fs-base, navigraph-navdata, xflight-ulam",AS,RU,,67.6339645,53.08826
HEBL,Abu Simbel,"fs-base, navigraph-navdata",AF,EG,,22.3753777,31.61066
HAAB,Bole Intl,"fs-base, navigraph-navdata",AF,ET,,8.977928,38.7993
LFMB,Castillon De La Laquette,"fs-base, airport-lfmb-castillon-de-la-laquette-airport",EU,FR,,42.89647,0.101223439
LFQV,Charleville Mezieres,"fs-base, airport-lfqv-fsdesigns, navigraph-navdata",EU,FR,,49.7840042,4.64694357
HEGN,Hurghada,"fs-base, alexko-airport-hegn-hurghada, navigraph-navdata",AF,EG,,27.19066,33.7915764
FQBR,Beira,"fs-base, navigraph-navdata",AF,MZ,,-19.7969284,34.90879
LFCC,Cahort Lalbenque,"fs-base, davycout-airport-lfcc-cahors, navigraph-navdata",EU,FR,,44.3520775,1.47588241
EHGG,Eelde Airport,"fs-base, ehgg-groningen-airport, navigraph-navdata",EU,NL,,53.12103,6.577051
SCIL,Auco,"Illapel, AD Auco SCIL",SA,CL,,-31.5758934,-71.10985
KDFW,Dallas-Ft Worth Intl,"fs-base, asobo-airport-kdfw-dallas-fort-worth, navigraph-navdata",NA,US,TX,32.8968277,-97.0379944
LFJY,Chambley,"fs-base, lfjy-chambley, navigraph-navdata",EU,FR,No State,49.0237,5.86895561
KMTN,Martin State Airport,"fs-base, navigraph-navdata, penguingaming-airport-kmtn-martinstateairport",NA,US,MD,39.32567,-76.41377
LIPV,Venice-Lido Airport,"fs-base, navigraph-navdata, sb-airport-lipv-venice-lido",EU,IT,,45.4286,12.3881874
RPS6,Sicogon Airport,turtletank1997-sicogon,AS,PH,,11.4599752,123.250877
FQVL,Vilankulo,"fs-base, navigraph-navdata",AF,MZ,,-22.0179272,35.31317
FYRU,Rundu,"fs-base, navigraph-navdata, vt-airport-fyru",AF,NA,,-17.9558315,19.721117
DAAT,Aguenar,"fs-base, navigraph-navdata",AF,DZ,,22.81038,5.4444437
LFEQ,Quiberon,"fs-base, ailgorbot-lfeq, navigraph-navdata",EU,FR,,47.4806633,-3.099007
ETNN,Noervenich,"airportteam-etnn, navigraph-navdata, navigraph-navdata",EU,DE,,50.8311653,6.658167
F7470,Base Ulm Cevens,alpeaven-airport-lf75-perrignier,EU,FR,,46.29243,6.4448247
LF75,Habere Poche,"fs-base, alpeaven-airport-lf75-perrignier",EU,FR,,46.2699738,6.463576
CYCD,Nanaimo,"fs-base, cycd, navigraph-navdata",NA,CA,BC,49.05454,-123.870155
EDKS,Segelfluggelã¤Nde Saupurzel,"fs-base, edks-karlstadt-saupurzel_1-0",EU,DE,,49.97127,9.790429
EDLJ,Detmold,"fs-base, edlj-detmold, navigraph-navdata",EU,DE,,51.94073,8.904637
ESGS,Nã¤Singe,"fs-base, esgs-airport, navigraph-navdata",EU,SE,,59.017128,11.3418236
ESSE,Ska Edeby,"fs-base, esse-esse, navigraph-navdata",EU,SE,,59.34397,17.7396851
EDDL,Duesseldorf,"fs-base, hu277-airport-eddl-v01, navigraph-navdata",EU,DE,,51.2893867,6.76656866
HSSS,Khartoum,"fs-base, navigraph-navdata",AF,SD,,15.5895348,32.55316
ESNC,Hedlanda,"kychungdotcom-airport-esnc-hedlanda, navigraph-navdata, navigraph-navdata",EU,SE,Hede-Vemdalen,62.40889,13.7472229
HSMN,Merowe,"fs-base, navigraph-navdata",AF,SD,,18.4431038,31.8436375
PARC,Arctic Village Airport,"navigraph-navdata, navigraph-navdata, parc-arcticvillage",NA,US,AK,68.11645,-145.577484
S30,Lebanon State Airport,"fs-base, navigraph-navdata, peroni-airport-s30-lebanon",NA,US,OR,44.53114,-122.9298
RPVU,Tugdan Airport,"fs-base, navigraph-navdata, rpvu-turtletank1997-romblon",AS,PH,,12.3140669,122.081619
SADQ,Quilmes,"fs-base, navigraph-navdata",SA,AR,,-34.70644,-58.2445946
EDSF,Fürth-Seckendorf Airfield,fs-base,EU,DE,,49.4815254,10.8590336
YDMG,Doomadgee Airport,"fs-base, navigraph-navdata, ydmg",OC,AU,Queensland,-17.9368172,138.814163
YPDN,Darwin Intl,"fs-base, navigraph-navdata",OC,AU,Northern Territory,-12.4150276,130.875259
2S6,Sportsman Airpark,"fs-base, navigraph-navdata",NA,US,OR,45.29526,-122.9539
LFKR,Saint Remy De Maurienne,"fs-base, navigraph-navdata",EU,FR,,45.3768,6.27688456
AYDY,Sindeni Airstrip,fs-base,OC,PG,,-7.007619,145.796478
ESGR,Skovde,"fs-base, navigraph-navdata",EU,SE,,58.4564,13.9726849
62AR,Banks Ranch,fs-base,NA,US,AR,36.4571648,-93.85995
EDXF,Schaferhaus,"fs-base, navigraph-navdata",EU,DE,,54.77282,9.378661
CYQB,Quebec/Lesage Intl,"fs-base, navigraph-navdata",NA,CA,QC,46.78962,-71.39264
RKNY,Yangyang Intl,"fs-base, navigraph-navdata",AS,KR,,38.061306,128.669128
RKPC,Jeju Intl,"fs-base, navigraph-navdata",AS,KR,,33.50896,126.489342
RKSI,Incheon Intl,"fs-base, navigraph-navdata",AS,KR,,37.4691238,126.450485
RKSS,Gimpo Intl,"fs-base, navigraph-navdata",AS,KR,,37.5587044,126.790482
RKTN,Daegu International,"fs-base, navigraph-navdata",AS,KR,,35.89408,128.658936
FBSK,Sir Seretse Khama Intl,"fs-base, navigraph-navdata",AF,BW,,-24.5531082,25.92278
FVHA,Harare Intl,fs-base,AF,ZW,,-17.9317513,31.0928726
LFRQ,Pluguffan,"fs-base, navigraph-navdata",EU,FR,,47.9734154,-4.17093325
SCIR,Robinson Crusoe,"fs-base, navigraph-navdata",SA,CL,,-33.66621,-78.92906
VEPY,Pakyong,navigraph-navdata,AS,IN,,27.2259674,88.58577
SDTK,Parati,fs-base,SA,BR,,-23.2240314,-44.7233162
PALB,Larsen Bay,"fs-base, navigraph-navdata",NA,US,AK,57.5350838,-153.976685
PASO,Seldovia,"fs-base, navigraph-navdata",NA,US,AK,59.4435234,-151.7052
KJXN,Jackson Co-Reynolds,"navigraph-navdata, navigraph-navdata",NA,US,MI,42.2604446,-84.4621353
SCEL,Arturo Merino Benitez Intl,"fs-base, navigraph-navdata",SA,CL,,-33.39098,-70.79432
LIEE,Elmas Mil,"fs-base, navigraph-navdata",EU,IT,,39.25146,9.054312
SCNY,Yendegaia Airport,fs-base,SA,CL,,-54.8308334,-68.83473
EGRC,Yearby Airstrip,fs-base,EU,GB,,54.5846672,-1.06978345
SWEJ,Associacao Tocantinense De Aviacao - Ata,atcsimulation-airport-swej,SA,BR,Tocantins,-10.1830473,-48.5425072
37AR,Ponca International,capthawkeye-37ar-ponca,NA,US,AR,36.0523643,-93.3673859
DNAA,Nnamdi Azikiwe,"fs-base, DNAA1, navigraph-navdata",AF,NG,,9.006789,7.26317739
PZ05,Waterfall Lake,pbk-waterfall-lake,NA,US,AK,58.34292,-152.56279
MECOR,Vc Capo D'Orlando,MECOR_CapOrlando,EU,IT,Italy,38.12752,14.7084837
SAMV,Aeroclub Mercedes,"fs-base, mercedes",SA,AR,Buenos Aires,-34.6384621,-59.4553452
YBAU,Badu Airport,"fs-base, navigraph-navdata, scn-torres strait islands",OC,AU,Queensland,-10.1494274,142.1738
YKUB,Kubin Airport,"fs-base, navigraph-navdata, scn-torres strait islands",OC,AU,Queensland,-10.2260914,142.219452
YBAM,Bamaga Airport,scn-torres strait islands,OC,AU,,-10.9441452,142.452789
YYKI,Yorke Island Airport,"navigraph-navdata, navigraph-navdata, scn-torres strait islands",OC,AU,Queensland,-9.752189,143.405136
YDNI,Darnley Island Airport,"navigraph-navdata, navigraph-navdata, scn-torres strait islands",OC,AU,Queensland,-9.57941,143.780014
YCCT,Coconut Island Airport,scn-torres strait islands,OC,AU,,-10.0498514,143.071045
YWBS,Warraber Island Airport,scn-torres strait islands,OC,AU,,-10.207201,142.823746
YYMI,Yam Island Airport,"navigraph-navdata, navigraph-navdata, scn-torres strait islands",OC,AU,Queensland,-9.898876,142.7734
YMUI,Murray Island Airport,scn-torres strait islands,OC,AU,,-9.9145155,144.054688
YTUR,Ok Village Airstrip,scn-torres strait islands,OC,AU,,-10.9551277,142.703354
ESTR,Trosa Troslanda Airfield,"fs-base, troslanda-trosa-airfield-package",EU,SE,,58.8977661,17.5006237
RPUR,Dr. Juan C. Angara Airport,"fs-base, turtletank1997-baler",AS,PH,,15.7327175,121.502342
RPC8,Calayan Island Airport,turtletank1997-calayan,AS,PH,,19.2575817,121.485519
EDJJ,Bad Waldsee-Reute,"fs-base, warthart-badwaldseereute",EU,DE,Baden Wã¼rttemberg,47.9148331,9.708785
LFAM,Lfam,"fs-base, man62-airport-lfam, navigraph-navdata",EU,FR,,50.42391,1.59481382
LFFI,Acpa,"fs-base, navigraph-navdata, polaris-airport-lffi-ancenis",EU,FR,Europe,47.4059448,-1.18501472
CPG,Cape Gloucester,vbb-cpg-airport-cpg,OC,PG,,-5.45511532,148.422943
WITU,Witu,vbb-witu-airport-witu,OC,PG,,-4.68922424,149.439163
USMM,Nadym,"fs-base, navigraph-navdata, xflight-usmm",AS,RU,,65.47895,72.69678
LPSC,Aerodromo Santa Cruz,"fs-base, airport-lpsc-santacruz, navigraph-navdata",EU,PT,,39.1233444,-9.37993
LOAU,Stockerau,"fs-base, akrsoft-loau-artproj, navigraph-navdata",EU,AT,,48.40915,16.19109
LFGC,Neuhof,"fs-base, navigraph-navdata",EU,FR,,48.5535622,7.776744
LFST,Entzheim,"fs-base, navigraph-navdata",EU,FR,,48.53832,7.62824154
LE02,Base Infoca Cartama,cartama,EU,ES,Malaga,36.72197,-4.70399761
CSG5,St-Jean-Chrysostome,"fs-base, csg5, navigraph-navdata",NA,CA,QC,46.6888351,-71.1498947
KSPZ,Silver Springs Airport,"fs-base, davycout-airport-kspz-silversprings, navigraph-navdata",NA,US,NV,39.4031,-119.251152
LFCN,Aeroclub De Nogaro,"fs-base, davycout-airport-lfcn-nogaro, navigraph-navdata",EU,FR,,43.7706261,-0.0374414027
EDLW,Dortmund,"fs-base, navigraph-navdata",EU,DE,,51.5191078,7.614457
SDJO,Municipal,"fs-base, flxbrasil-airport-sdjo",SA,BR,Sp,-20.5935764,-47.8410568
EDSS,Segelflugplatz Zellhausen,"fs-base, jadiegel-edss-zellhausen",EU,DE,,50.0176926,8.98440552
EBLG,Liege,"fs-base, navigraph-navdata",EU,BE,,50.63877,5.44417953
LW74,Logovardi Sports Airfield,"fs-base, logovardi-lw74",EU,MK,,41.01838,21.4266338
LT86,Imroz,"fs-base, lt86-lt86-imroz",AS,TR,,40.20774,25.89015
LTBB,Bozcaada,"fs-base, ltbb-ltbb-bozcaada",AS,TR,Canakkale,39.8380165,25.9945831
LTFK,"Gokceada Canakkale ","fs-base, ltfk-ltfk-gokceada, navigraph-navdata",AS,TR,Chanakkale,40.2056961,25.8838043
LZTN,Trencin,"fs-base, lztn-lztn-trencin-airport-pack, navigraph-navdata",EU,SK,Slovakia,48.8668633,17.999939
SBCX,Hugo Cantergiani,"fs-base, martscenery-sbcxairport, navigraph-navdata",SA,BR,Rio Grande Do Sul,-29.19732,-51.18744
FTTJ,Hassan Djamous,"fs-base, navigraph-navdata",AF,TD,,12.1337061,15.0340023
PADG,Red Dog,"navigraph-navdata, navigraph-navdata",NA,US,AK,68.03211,-162.8992
PHTO,Hilo International,"fs-base, navigraph-navdata, phto",NA,US,HI,19.7213459,-155.045471
LE01,Ronda,ronda,EU,ES,Ronda,36.73746,-5.112015
TGPG,Pearls,totof33120-pearl-tgpg-pearls,NA,GD,Grenade,12.14381,-61.6164322
TPGP,Ville,"fs-base, totof33120-tpgpdeleted",NA,GD,Stvincent,12.1443214,-61.61343
EDF0,Ul-Gelaende Werneck,ul-werneck_1-0,EU,DE,,49.9882355,10.0096817
UNBG,Gornoaltaysk,"fs-base, navigraph-navdata, unbg-gorno-altaisk",AS,RU,,51.9666672,85.8333359
ENSH,Helle,"fs-base, navigraph-navdata, wombiiactual-airport-ensh-svolvaer-helle",EU,NO,,68.2448654,14.6692772
DAAG,Houari Boumediene,"fs-base, navigraph-navdata",AF,DZ,,36.697506,3.21306562
EGPB,Sumbrugh,"fs-base, airport-egpb-sumburgh-superspud, navigraph-navdata",EU,GB,,59.87815,-1.29104328
LFQQ,Lesquin,"fs-base, navigraph-navdata",EU,FR,,50.56633,3.09549451
SKAR,El Eden Inter,"fs-base, armenia-skar, navigraph-navdata",SA,CO,Colombie,4.451013,-75.76651
LFCX,Aerodrome De Castelsarrasin,"fs-base, davycout-aiport-lfcx-castelsarrasin, navigraph-navdata",EU,FR,,44.08605,1.12799764
